Timestamp,2020-03-16 17:04:51,Timestamp,2020-03-16 17:04:51
Interval,0.0005,Interval,0.0005
Channel name,"Force",Channel name,"Input 1"
Unit,"V",Unit,"V"
0.1385,-0.63752355185252019,0.1385,-2.5543559607436861
0.139,-0.63321114633809461,0.139,-2.5369718144327864
0.1395,-0.64080612966680872,0.1395,-2.5282797420284
0.14,-0.66140270596061668,0.14,-2.5218411701989143
0.1405,-0.67794434348503996,0.1405,-2.5176560986564174
0.141,-0.68283603607086107,0.141,-2.5083201702465465
0.1415,-0.66603693793661045,0.1415,-2.4993061709461744
0.142,-0.66668058133434793,0.142,-2.4915798862557095
0.1425,-0.66359109317600284,0.1425,-2.481278173942675
0.143,-0.64775747230452929,0.143,-2.47773696049514
0.1435,-0.68309349360228411,0.1435,-2.4693668199440708
0.144,-0.72299944401860161,0.144,-2.4626063221394894
0.1445,-0.68888628877337177,0.1445,-2.4532703970877248
0.145,-0.65136187293468029,0.145,-2.4452221862894858
0.1455,-0.63926138711390623,0.1455,-2.4342766202757402
0.146,-0.64241523659134359,0.146,-2.4307354079073393
0.1465,-0.66011541945225871,0.1465,-2.4204336996581914
0.147,-0.66828968990115178,0.147,-2.4159267025136284
0.1475,-0.64511853645153727,0.1475,-2.4043372818827078
0.148,-0.61988774873782038,0.148,-2.3998302852027953
0.1485,-0.6101043886124865,0.1485,-2.386631224243108
0.149,-0.64756437942800127,0.149,-2.382124228071997
0.1495,-0.6792316309135813,0.1495,-2.3702128816695169
0.15,-0.70793815817596972,0.15,-2.3644181729340925
0.1505,-0.68785645842062171,0.1505,-2.3560480384689857
0.151,-0.68174184159237072,0.151,-2.3483217608937217
0.1515,-0.63263186804007543,0.1515,-2.3402735554859833
0.152,-0.59227551127988831,0.152,-2.3309376377229691
0.1525,-0.58384380803538083,0.1525,-2.316128941701828
0.153,-0.617055723066532,0.153,-2.3141973727566554
0.1535,-0.62671035728884794,0.1535,-2.3045395283797823
0.154,-0.67775125037654205,0.154,-2.2968132532963303
0.1545,-0.71855829463622045,0.1545,-2.2877992661674877
0.155,-0.66545765889279329,0.155,-2.2797510637992704
0.1555,-0.68779209402501462,0.1555,-2.2736344302672489
0.156,-0.65206988026126178,0.156,-2.2610792358454463
0.1565,-0.63765228038638833,0.1565,-2.2507775385824442
0.157,-0.64640582219947162,0.157,-2.2414416259999665
0.1575,-0.66005105512856777,0.1575,-2.2343592099137259
0.158,-0.66127397730681903,0.158,-2.2243794423117005
0.1585,-0.6379097374560494,0.1585,-2.2189066667874084
0.159,-0.62992856948669151,0.159,-2.2053856927424174
0.1595,-0.61834300742489445,0.1595,-2.1995909899193191
0.16,-0.58255652532570112,0.16,-2.1876796569754657
0.1605,-0.63192386124893118,0.1605,-2.17930953163446
0.161,-0.66243253521471157,0.161,-2.169651695225586
0.1615,-0.65412953805076768,0.1615,-2.1635350657891599
0.162,-0.61634771669616373,0.162,-2.1503360240831144
0.1625,-0.64640582219947162,0.1625,-2.1477606014323785
0.163,-0.63758791611937404,0.163,-2.1303764995715588
0.1635,-0.72879224881765459,0.1635,-2.1213625215344272
0.164,-0.69358489030916226,0.164,-2.1120266162164394
0.1645,-0.62831946333816091,0.1645,-2.1033345668994197
0.165,-0.66069469837287653,0.165,-2.093354807120126
0.1655,-0.64305887938936701,0.1655,-2.0843408310471094
0.166,-0.66494274419842192,0.166,-2.0737172169993512
0.1665,-0.68882192437505396,0.1665,-2.0640593866176724
0.167,-0.6709286281751905,0.167,-2.0547234844306486
0.1675,-0.65071822992761441,0.1675,-2.0457095103845546
0.168,-0.67807307222487645,0.168,-2.035085898718759
0.1685,-0.66861151162694565,0.1685,-2.0251061428978256
0.169,-0.70600722478134059,0.169,-2.0148044600698634
0.1695,-0.69068849199513249,0.1695,-2.0032150676147862
0.17,-0.72299944401860161,0.17,-1.9942010962353702
0.1705,-0.68225675663501184,0.1705,-1.9838994152250895
0.171,-0.67826616533588791,0.171,-1.9742415898248562
0.1715,-0.61499606822352704,0.1715,-1.9594329252355094
0.172,-0.71810774329615801,0.172,-1.954282085668136
0.1725,-0.81401101358050831,0.1725,-1.9436584795313334
0.173,-0.58165542746477716,0.173,-1.9333568014573561
0.1735,-0.75910795079024762,0.1735,-1.922733196564576
0.174,-0.56047963615447416,0.174,-1.9140411566653486
0.1745,-0.61171349364831351,0.1745,-1.902773698161097
0.175,-0.60006357537737776,0.175,-1.8927939497870727
0.1755,-0.67717197106009408,0.1755,-1.8824922746225392
0.176,-0.71669172485453236,0.176,-1.8738002366565512
0.1765,-0.69352052589843993,0.1765,-1.8589915803350061
0.177,-0.6862473485812135,0.177,-1.8522311071953075
0.1775,-0.6887575599769058,0.1775,-1.8396759434532246
0.178,-0.70426938485896473,0.178,-1.8316277620174066
0.1785,-0.79257756254123912,0.1785,-1.8213260902910409
0.179,-0.85739289891538484,0.179,-1.809414783071047
0.1795,-0.74520520354439923,0.1795,-1.8020104573458493
0.18,-0.75679082566272859,0.18,-1.7891333698278924
0.1805,-0.83846963235882532,0.1805,-1.779153627610699
0.181,-0.63745918758582676,0.181,-1.7659546145244813
0.1815,-0.68611861979862743,0.1815,-1.7537213837081758
0.182,-0.66886896901056725,0.182,-1.7450293517663471
0.1825,-0.71154256759585643,0.1825,-1.7360153931356417
0.183,-0.73555052289179712,0.183,-1.7218506018628483
0.1835,-0.7146964262846186,0.1835,-1.7109050820520972
0.184,-0.82495302378430346,0.184,-1.7009253439447338
0.1845,-0.68541061150648652,0.1845,-1.6896578983154849
0.185,-0.62967111249625185,0.185,-1.677102745387278
0.1855,-0.67305265186709184,0.1855,-1.6664791550819649
0.186,-0.59233987543681477,0.186,-1.653280149751291
0.1865,-0.69641692454974702,0.1865,-1.6436223415366455
0.187,-0.6192441065131028,0.187,-1.6329987530488681
0.1875,-0.64350942935758404,0.1875,-1.6204436037557322
0.188,-0.71656299590948247,0.188,-1.6088542358841662
0.1885,-0.56395529685006052,0.1885,-1.5953333075544966
0.189,-0.66919079074382815,0.189,-1.5876070632059827
0.1895,-0.64241523659134359,0.1895,-1.575373843596918
0.19,-0.6987984081444012,0.19,-1.5631406247321256
0.1905,-0.79315684472583969,0.1905,-1.5541266744640656
0.191,-0.71572625778366061,0.191,-1.5393180427510649
0.1915,-0.7365159907763914,0.1915,-1.5232217051540402
0.192,-0.68676226371832061,0.192,-1.5142077566528855
0.1925,-0.67176536475944648,0.1925,-1.5019745414623602
0.193,-0.68508878956227004,0.193,-1.4890974736244058
0.1935,-0.71044837182166898,0.1935,-1.476864259919539
0.194,-0.66597257359774698,0.194,-1.4659187535299898
0.1945,-0.80435630329865881,0.1945,-1.4533636145537381
0.195,-0.7302082679857923,0.195,-1.4404865497171471
0.1955,-0.61441679032780017,0.1955,-1.426965632484938
0.196,-0.70137298526726699,0.196,-1.4169859084147591
0.1965,-0.63005729798286547,0.1965,-1.405396552017572
0.197,-0.71675608932731905,0.197,-1.3928414166301608
0.1975,-0.75099801387232923,0.1975,-1.3812520615400383
0.198,-0.72699004272726875,0.198,-1.3680530745574957
0.1985,-0.7553104402878279,0.1985,-1.3526006030145223
0.199,-0.72840606178663869,0.199,-1.3432647353223119
0.1995,-0.63488461704947219,0.1995,-1.3326411622265195
0.2,-0.64653455077782673,0.2,-1.3184763988984878
0.2005,-0.63527080261359614,0.2005,-1.3030239308504361
0.201,-0.64486107930971659,0.201,-1.292722286083243
0.2015,-0.72068232249765307,0.2015,-1.2811329362894477
0.202,-0.79264192722766513,0.202,-1.2672901025999221
0.2025,-0.61403060507101537,0.2025,-1.2547349751066175
0.203,-0.72048922904782842,0.203,-1.2415359956731218
0.2035,-0.64756437942800127,0.2035,-1.2273712381094699
0.204,-0.70639341144783252,0.204,-1.2144941865410084
0.2045,-0.79071098671659557,0.2045,-1.2038706195407607
0.205,-0.71810774329615801,0.205,-1.1880962330789808
0.2055,-0.78343777897146971,0.2055,-1.1755411099271018
0.206,-0.73027263249546781,0.206,-1.1620202088269935
0.2065,-0.72628203322958707,0.2065,-1.1507527918392884
0.207,-0.64865857241430092,0.207,-1.1353003351320481
0.2075,-0.70974036281801112,0.2075,-1.1237109932630243
0.208,-0.7184295656810431,0.208,-1.1101900951284174
0.2085,-0.88957536478092136,0.2085,-1.0966691977571752
0.209,-0.67234464394964122,0.209,-1.0825044489442972
0.2095,-0.69590200920870315,0.2095,-1.0773536313997725
0.21,-0.70568540256400936,0.21,-1.0573942144448871
0.2105,-0.67073553512127793,0.2105,-1.0451610242132814
0.211,-0.73271848399430284,0.211,-1.0316401304542384
0.2115,-0.74288807982085048,0.2115,-1.0200507935346235
0.212,-0.75067619103804295,0.212,-1.0065299011441486
0.2125,-0.73394140983969058,0.2125,-0.99494056539132614
0.213,-0.75131983671112945,0.213,-0.97948811855155671
0.2135,-0.74198697621329956,0.2135,-0.96596722834096127
0.214,-0.76811899519986238,0.214,-0.95244633884851437
0.2145,-0.63082966897327353,0.2145,-0.93635004276417955
0.215,-0.80461376218384639,0.215,-0.92315108072499596
0.2155,-0.55539487405514654,0.2155,-0.91123982287598537
0.216,-0.74501210989189126,0.216,-0.89610930693292878
0.2165,-0.5956224476423404,0.2165,-0.88258842108338476
0.217,-0.65277788760756261,0.217,-0.8690675359258484
0.2175,-0.65972923351257862,0.2175,-0.8542589482089612
0.218,-0.63044348347520529,0.218,-0.84073806448759991
0.2185,-0.69030230557926908,0.2185,-0.82110059171922545
0.219,-0.52475759236187502,0.219,-0.81176474450814984
0.2195,-0.68032582528061003,0.2195,-0.80049734312682286
0.22,-0.59433516437716072,0.22,-0.78375720478534261
0.2205,-0.69924895912109986,0.2205,-0.76927054742335332
0.221,-0.85449647945465268,0.221,-0.75574966789886067
0.2215,-0.56942624511218698,0.2215,-0.74255071470649647
0.222,-0.68386586621273027,0.222,-0.72838598513821795
0.2225,-0.66989879857161327,0.2225,-0.71454318192450439
0.223,-0.9174454216142488,0.223,-0.70037845374830787
0.2235,-0.79959331447035809,0.2235,-0.68524794942055289
0.224,-0.76863391213165899,0.224,-0.6714051482801473
0.2245,-0.79380049161548272,0.2245,-0.65788427338094002
0.225,-0.72460855631977161,0.225,-0.6401783667140879
0.2255,-0.87020151427628334,0.2255,-0.62569171659099865
0.226,-0.7137953237595196,0.226,-0.61313662038563188
0.2265,-0.94608789983518338,0.2265,-0.59543071637012446
0.227,-0.96185737226398693,0.227,-0.58030021739341486
0.2275,-0.77519910404455572,0.2275,-0.56645742111255415
0.228,-0.90161162011764895,0.228,-0.54907344526747037
0.2285,-0.63404788168028303,0.2285,-0.53684027766283893
0.229,-0.9492417932820526,0.229,-0.51977822890615222
0.2295,-0.79624634996782462,0.2295,-0.50336003191540257
0.23,-0.74623503638507038,0.23,-0.48919531362229823
0.2305,-0.74140769534125439,0.2305,-0.47052364046146017
0.231,-0.81040658790599696,0.231,-0.45635892360773406
0.2315,-0.65702593210032489,0.2315,-0.44283805809182708
0.232,-0.52044520445270204,0.232,-0.42577601430254247
0.2325,-0.85829400727438565,0.2325,-0.41032359804018093
0.233,-0.47069187794130107,0.233,-0.39615888375728786
0.2335,-0.79219137442663001,0.2335,-0.38135031945818404
0.234,-0.43194483974417941,0.234,-0.36493212935458119
0.2345,-0.56459893776669878,0.2345,-0.35141126750312335
0.235,-0.61621898826722432,0.235,-0.3349930788181012
0.2355,-0.50525530573998523,0.2355,-0.32275991912063118
0.236,-0.69294124620960373,0.236,-0.30795135794697476
0.2365,-0.54567590092377005,0.2365,-0.28734814342118542
0.237,-0.7186870235920968,0.237,-0.27640268618262503
0.2375,-0.55011702068646651,0.2375,-0.26030642613461097
0.238,-0.699120230269758,0.238,-0.24388824161109446
0.2385,-0.54400243568405926,0.2385,-0.22779198297827513
